team_long_name,season,stage,goals_scored,goals_conceded,goal_difference
Arsenal,2008/2009,19,2,2,0
Arsenal,2008/2009,20,1,0,1
Arsenal,2008/2009,21,1,0,1
Arsenal,2008/2009,22,3,1,2
Arsenal,2008/2009,23,1,1,0
Arsenal,2008/2009,24,0,0,0
Arsenal,2008/2009,25,0,0,0
Arsenal,2008/2009,26,0,0,0
Arsenal,2008/2009,27,0,0,0
Arsenal,2008/2009,28,3,1,2
Arsenal,2008/2009,29,4,0,4
Arsenal,2008/2009,30,3,1,2
Arsenal,2008/2009,31,2,0,2
Arsenal,2008/2009,32,4,1,3
Arsenal,2008/2009,33,4,4,0
Arsenal,2008/2009,34,2,0,2
Arsenal,2008/2009,35,3,0,3
Arsenal,2008/2009,36,1,4,-3
Arsenal,2008/2009,37,0,0,0
Arsenal,2008/2009,38,4,1,3
Arsenal,2009/2010,1,6,1,5
Arsenal,2009/2010,2,4,2,2
Arsenal,2009/2010,3,4,1,3
Arsenal,2009/2010,4,1,2,-1
Arsenal,2009/2010,5,2,4,-2
Arsenal,2009/2010,6,4,0,4
Arsenal,2009/2010,7,1,0,1
Arsenal,2009/2010,8,6,2,4
Arsenal,2009/2010,9,3,1,2
Arsenal,2009/2010,10,2,2,0
Arsenal,2009/2010,11,3,0,3
Arsenal,2009/2010,12,4,1,3
Arsenal,2009/2010,13,0,1,-1
Arsenal,2009/2010,14,0,3,-3
Arsenal,2009/2010,15,2,0,2
Arsenal,2009/2010,16,2,1,1
Arsenal,2009/2010,17,1,1,0
Arsenal,2009/2010,18,3,0,3
Arsenal,2009/2010,19,3,0,3
Arsenal,2009/2010,20,4,1,3
Arsenal,2009/2010,21,2,2,0
Arsenal,2009/2010,22,2,0,2
Arsenal,2009/2010,23,0,0,0
Arsenal,2009/2010,24,1,3,-2
Arsenal,2009/2010,25,0,2,-2
Arsenal,2009/2010,26,1,0,1
Arsenal,2009/2010,27,2,0,2
Arsenal,2009/2010,28,3,1,2
Arsenal,2009/2010,29,3,1,2
Arsenal,2009/2010,30,2,1,1
Arsenal,2009/2010,31,2,0,2
Arsenal,2009/2010,32,1,1,0
Arsenal,2009/2010,33,1,0,1
Arsenal,2009/2010,34,1,2,-1
Arsenal,2009/2010,35,2,3,-1
Arsenal,2009/2010,36,0,0,0
Arsenal,2009/2010,37,1,2,-1
Arsenal,2009/2010,38,4,0,4
Arsenal,2010/2011,1,1,1,0
Arsenal,2010/2011,2,6,0,6
Arsenal,2010/2011,3,2,1,1
Arsenal,2010/2011,4,4,1,3
Arsenal,2010/2011,5,1,1,0
Arsenal,2010/2011,6,2,3,-1
Arsenal,2010/2011,7,0,2,-2
Arsenal,2010/2011,8,2,1,1
Arsenal,2010/2011,9,3,0,3
Arsenal,2010/2011,10,1,0,1
Arsenal,2010/2011,11,0,1,-1
Arsenal,2010/2011,12,2,0,2
Arsenal,2010/2011,13,2,1,1
Arsenal,2010/2011,14,2,3,-1
Arsenal,2010/2011,15,4,2,2
Arsenal,2010/2011,16,2,1,1
Arsenal,2010/2011,17,0,1,-1
Arsenal,2010/2011,18,1,0,1
Arsenal,2010/2011,19,3,1,2
Arsenal,2010/2011,20,2,2,0
Arsenal,2010/2011,21,3,0,3
Arsenal,2010/2011,22,0,0,0
Arsenal,2010/2011,23,3,0,3
Arsenal,2010/2011,24,3,0,3
Arsenal,2010/2011,25,2,1,1
Arsenal,2010/2011,26,4,4,0
Arsenal,2010/2011,27,2,0,2
Arsenal,2010/2011,28,3,3,0
Arsenal,2010/2011,29,0,0,0
Arsenal,2010/2011,30,2,2,0
Arsenal,2010/2011,31,0,0,0
Arsenal,2010/2011,32,3,1,2
Arsenal,2010/2011,33,1,1,0
Arsenal,2010/2011,34,1,2,-1
Arsenal,2010/2011,35,1,0,1
Arsenal,2010/2011,36,1,3,-2
Arsenal,2010/2011,37,1,2,-1
Arsenal,2010/2011,38,2,2,0
Arsenal,2011/2012,1,0,0,0
Arsenal,2011/2012,2,0,2,-2
Arsenal,2011/2012,3,2,8,-6
Arsenal,2011/2012,4,1,0,1
Arsenal,2011/2012,5,3,4,-1
Arsenal,2011/2012,6,3,0,3
Arsenal,2011/2012,7,1,2,-1
Arsenal,2011/2012,8,2,1,1
Arsenal,2011/2012,9,3,1,2
Arsenal,2011/2012,10,5,3,2
Arsenal,2011/2012,11,3,0,3
Arsenal,2011/2012,12,2,1,1
Arsenal,2011/2012,13,1,1,0
Arsenal,2011/2012,14,4,0,4
Arsenal,2011/2012,15,1,0,1
Arsenal,2011/2012,16,0,1,-1
Arsenal,2011/2012,17,2,1,1
Arsenal,2011/2012,18,1,1,0
Arsenal,2011/2012,19,1,0,1
Arsenal,2011/2012,20,1,2,-1
Arsenal,2011/2012,21,2,3,-1
Arsenal,2011/2012,22,1,2,-1
Arsenal,2011/2012,23,0,0,0
Arsenal,2011/2012,24,7,1,6
Arsenal,2011/2012,25,2,1,1
Arsenal,2011/2012,26,5,2,3
Arsenal,2011/2012,27,2,1,1
Arsenal,2011/2012,28,2,1,1
Arsenal,2011/2012,29,1,0,1
Arsenal,2011/2012,30,3,0,3
Arsenal,2011/2012,31,1,2,-1
Arsenal,2011/2012,32,1,0,1
Arsenal,2011/2012,33,3,0,3
Arsenal,2011/2012,34,1,2,-1
Arsenal,2011/2012,35,0,0,0
Arsenal,2011/2012,36,1,1,0
Arsenal,2011/2012,37,3,3,0
Arsenal,2011/2012,38,3,2,1
Arsenal,2012/2013,1,0,0,0
Arsenal,2012/2013,2,0,0,0
Arsenal,2012/2013,3,2,0,2
Arsenal,2012/2013,4,6,1,5
Arsenal,2012/2013,5,1,1,0
Arsenal,2012/2013,6,1,2,-1
Arsenal,2012/2013,7,3,1,2
Arsenal,2012/2013,8,0,1,-1
Arsenal,2012/2013,9,1,0,1
Arsenal,2012/2013,10,1,2,-1
Arsenal,2012/2013,11,3,3,0
Arsenal,2012/2013,12,5,2,3
Arsenal,2012/2013,13,0,0,0
Arsenal,2012/2013,14,1,1,0
Arsenal,2012/2013,15,0,2,-2
Arsenal,2012/2013,16,2,0,2
Arsenal,2012/2013,17,5,2,3
Arsenal,2012/2013,18,1,0,1
Arsenal,2012/2013,19,5,1,4
Arsenal,2012/2013,20,7,3,4
Arsenal,2012/2013,21,1,1,0
Arsenal,2012/2013,22,0,2,-2
Arsenal,2012/2013,23,1,2,-1
Arsenal,2012/2013,24,2,2,0
Arsenal,2012/2013,25,1,0,1
Arsenal,2012/2013,26,1,0,1
Arsenal,2012/2013,27,2,1,1
Arsenal,2012/2013,28,1,2,-1
Arsenal,2012/2013,29,0,0,0
Arsenal,2012/2013,30,2,0,2
Arsenal,2012/2013,31,4,1,3
Arsenal,2012/2013,32,2,1,1
Arsenal,2012/2013,33,3,1,2
Arsenal,2012/2013,34,1,0,1
Arsenal,2012/2013,35,1,1,0
Arsenal,2012/2013,36,1,0,1
Arsenal,2012/2013,37,4,1,3
Arsenal,2012/2013,38,1,0,1
Arsenal,2013/2014,1,1,3,-2
Arsenal,2013/2014,2,3,1,2
Arsenal,2013/2014,3,1,0,1
Arsenal,2013/2014,4,3,1,2
Arsenal,2013/2014,5,3,1,2
Arsenal,2013/2014,6,2,1,1
Arsenal,2013/2014,7,1,1,0
Arsenal,2013/2014,8,4,1,3
Arsenal,2013/2014,9,2,0,2
Arsenal,2013/2014,10,2,0,2
Arsenal,2013/2014,11,0,1,-1
Arsenal,2013/2014,12,2,0,2
Arsenal,2013/2014,13,3,0,3
Arsenal,2013/2014,14,2,0,2
Arsenal,2013/2014,15,1,1,0
Arsenal,2013/2014,16,3,6,-3
Arsenal,2013/2014,17,0,0,0
Arsenal,2013/2014,18,3,1,2
Arsenal,2013/2014,19,1,0,1
Arsenal,2013/2014,20,2,0,2
Arsenal,2013/2014,21,2,1,1
Arsenal,2013/2014,22,2,0,2
Arsenal,2013/2014,23,2,2,0
Arsenal,2013/2014,24,2,0,2
Arsenal,2013/2014,25,1,5,-4
Arsenal,2013/2014,26,0,0,0
Arsenal,2013/2014,27,4,1,3
Arsenal,2013/2014,28,0,1,-1
Arsenal,2013/2014,29,2,2,0
Arsenal,2013/2014,30,1,0,1
Arsenal,2013/2014,31,0,6,-6
Arsenal,2013/2014,32,1,1,0
Arsenal,2013/2014,33,0,3,-3
Arsenal,2013/2014,34,3,1,2
Arsenal,2013/2014,35,3,0,3
Arsenal,2013/2014,36,3,0,3
Arsenal,2013/2014,37,1,0,1
Arsenal,2013/2014,38,2,0,2
Arsenal,2014/2015,1,2,1,1
Arsenal,2014/2015,2,2,2,0
Arsenal,2014/2015,3,1,1,0
Arsenal,2014/2015,4,2,2,0
Arsenal,2014/2015,5,3,0,3
Arsenal,2014/2015,6,1,1,0
Arsenal,2014/2015,7,0,2,-2
Arsenal,2014/2015,8,2,2,0
Arsenal,2014/2015,9,2,0,2
Arsenal,2014/2015,10,3,0,3
Arsenal,2014/2015,11,1,2,-1
Arsenal,2014/2015,12,1,2,-1
Arsenal,2014/2015,13,1,0,1
Arsenal,2014/2015,14,1,0,1
Arsenal,2014/2015,15,2,3,-1
Arsenal,2014/2015,16,4,1,3
Arsenal,2014/2015,17,2,2,0
Arsenal,2014/2015,18,2,1,1
Arsenal,2014/2015,19,2,1,1
Arsenal,2014/2015,20,0,2,-2
Arsenal,2014/2015,21,3,0,3
Arsenal,2014/2015,22,2,0,2
Arsenal,2014/2015,23,5,0,5
Arsenal,2014/2015,24,1,2,-1
Arsenal,2014/2015,25,2,1,1
Arsenal,2014/2015,26,2,1,1
Arsenal,2014/2015,27,2,0,2
Arsenal,2014/2015,28,2,1,1
Arsenal,2014/2015,29,3,0,3
Arsenal,2014/2015,30,2,1,1
Arsenal,2014/2015,31,4,1,3
Arsenal,2014/2015,32,1,0,1
Arsenal,2014/2015,33,0,0,0
Arsenal,2014/2015,34,0,0,0
Arsenal,2014/2015,35,3,1,2
Arsenal,2014/2015,36,0,1,-1
Arsenal,2014/2015,37,1,1,0
Arsenal,2014/2015,38,4,1,3
Arsenal,2015/2016,1,0,2,-2
Arsenal,2015/2016,2,2,1,1
Arsenal,2015/2016,3,0,0,0
Arsenal,2015/2016,4,1,0,1
Arsenal,2015/2016,5,2,0,2
Arsenal,2015/2016,6,0,2,-2
Arsenal,2015/2016,7,5,2,3
Arsenal,2015/2016,8,3,0,3
Arsenal,2015/2016,9,3,0,3
Arsenal,2015/2016,10,2,1,1
Arsenal,2015/2016,11,3,0,3
Arsenal,2015/2016,12,1,1,0
Arsenal,2015/2016,13,1,2,-1
Arsenal,2015/2016,14,1,1,0
Arsenal,2015/2016,15,3,1,2
Arsenal,2015/2016,16,2,0,2
Arsenal,2015/2016,17,2,1,1
Arsenal,2015/2016,18,0,4,-4
Arsenal,2015/2016,19,2,0,2
Arsenal,2015/2016,20,1,0,1
Arsenal,2015/2016,21,3,3,0
Arsenal,2015/2016,22,0,0,0
Arsenal,2015/2016,23,0,1,-1
Arsenal,2015/2016,24,0,0,0
Arsenal,2015/2016,25,2,0,2
Arsenal,2015/2016,26,2,1,1
Arsenal,2015/2016,27,2,3,-1
Arsenal,2015/2016,28,1,2,-1
Arsenal,2015/2016,29,2,2,0
Arsenal,2015/2016,30,2,0,2
Arsenal,2015/2016,31,2,0,2
Arsenal,2015/2016,32,4,0,4
Arsenal,2015/2016,33,3,3,0
Arsenal,2015/2016,34,1,1,0
Arsenal,2015/2016,35,0,0,0
Arsenal,2015/2016,36,1,0,1
Arsenal,2015/2016,37,2,2,0
Arsenal,2015/2016,38,4,0,4
Aston Villa,2008/2009,1,4,2,2
Aston Villa,2008/2009,2,2,3,-1
Aston Villa,2008/2009,3,0,0,0
Aston Villa,2008/2009,4,2,1,1
Aston Villa,2008/2009,5,2,1,1
Aston Villa,2008/2009,6,2,1,1
Aston Villa,2008/2009,7,0,2,-2
Aston Villa,2008/2009,8,0,0,0
Aston Villa,2008/2009,9,4,0,4
Aston Villa,2008/2009,10,3,2,1
Aston Villa,2008/2009,11,0,2,-2
Aston Villa,2008/2009,12,1,2,-1
Aston Villa,2008/2009,13,2,0,2
Aston Villa,2008/2009,14,0,0,0
Aston Villa,2008/2009,15,0,0,0
Aston Villa,2008/2009,16,3,2,1
Aston Villa,2008/2009,17,4,2,2
Aston Villa,2008/2009,18,1,0,1
Aston Villa,2008/2009,19,2,2,0
Aston Villa,2008/2009,20,1,0,1
Aston Villa,2008/2009,21,2,1,1
Aston Villa,2008/2009,22,2,1,1
Aston Villa,2008/2009,23,1,0,1
Aston Villa,2008/2009,24,0,0,0
Aston Villa,2008/2009,25,2,0,2
Aston Villa,2008/2009,26,0,1,-1
Aston Villa,2008/2009,27,2,2,0
Aston Villa,2008/2009,28,0,2,-2
Aston Villa,2008/2009,29,1,2,-1
Aston Villa,2008/2009,30,0,5,-5
Aston Villa,2008/2009,31,2,3,-1
Aston Villa,2008/2009,32,3,3,0
Aston Villa,2008/2009,33,1,1,0
Aston Villa,2008/2009,34,1,1,0
Aston Villa,2008/2009,35,1,0,1
Aston Villa,2008/2009,36,1,3,-2
Aston Villa,2008/2009,37,1,1,0
Aston Villa,2008/2009,38,1,0,1
Aston Villa,2009/2010,1,0,2,-2
Aston Villa,2009/2010,2,1,2,-1
Aston Villa,2009/2010,3,3,1,2
Aston Villa,2009/2010,4,2,0,2
Aston Villa,2009/2010,5,1,0,1
Aston Villa,2009/2010,6,2,0,2
Aston Villa,2009/2010,7,1,2,-1
Aston Villa,2009/2010,8,1,1,0
Aston Villa,2009/2010,9,2,1,1
Aston Villa,2009/2010,10,1,1,0
Aston Villa,2009/2010,11,1,1,0
Aston Villa,2009/2010,12,5,1,4
Aston Villa,2009/2010,13,1,1,0
Aston Villa,2009/2010,14,1,1,0
Aston Villa,2009/2010,15,3,0,3
Aston Villa,2009/2010,16,1,0,1
Aston Villa,2009/2010,17,2,0,2
Aston Villa,2009/2010,18,1,0,1
Aston Villa,2009/2010,19,0,3,-3
Aston Villa,2009/2010,20,0,1,-1
Aston Villa,2009/2010,21,2,1,1
Aston Villa,2009/2010,22,0,0,0
Aston Villa,2009/2010,23,0,0,0
Aston Villa,2009/2010,24,2,0,2
Aston Villa,2009/2010,25,0,0,0
Aston Villa,2009/2010,26,1,1,0
Aston Villa,2009/2010,27,5,2,3
Aston Villa,2009/2010,28,2,0,2
Aston Villa,2009/2010,29,1,1,0
Aston Villa,2009/2010,30,0,0,0
Aston Villa,2009/2010,31,2,2,0
Aston Villa,2009/2010,32,1,7,-6
Aston Villa,2009/2010,33,1,0,1
Aston Villa,2009/2010,34,2,2,0
Aston Villa,2009/2010,35,2,1,1
Aston Villa,2009/2010,36,1,0,1
Aston Villa,2009/2010,37,1,3,-2
Aston Villa,2009/2010,38,0,1,-1
Aston Villa,2010/2011,1,3,0,3
Aston Villa,2010/2011,2,0,6,-6
Aston Villa,2010/2011,3,1,0,1
Aston Villa,2010/2011,4,1,2,-1
Aston Villa,2010/2011,5,1,1,0
Aston Villa,2010/2011,6,2,1,1
Aston Villa,2010/2011,7,1,2,-1
Aston Villa,2010/2011,8,0,0,0
Aston Villa,2010/2011,9,0,1,-1
Aston Villa,2010/2011,10,0,0,0
Aston Villa,2010/2011,11,1,1,0
Aston Villa,2010/2011,12,3,2,1
Aston Villa,2010/2011,13,2,2,0
Aston Villa,2010/2011,14,0,2,-2
Aston Villa,2010/2011,15,2,4,-2
Aston Villa,2010/2011,16,0,3,-3
Aston Villa,2010/2011,17,2,1,1
Aston Villa,2010/2011,18,2,1,1
Aston Villa,2010/2011,19,1,2,-1
Aston Villa,2010/2011,20,0,4,-4
Aston Villa,2010/2011,21,3,3,0
Aston Villa,2010/2011,22,0,1,-1
Aston Villa,2010/2011,23,1,1,0
Aston Villa,2010/2011,24,1,0,1
Aston Villa,2010/2011,25,1,3,-2
Aston Villa,2010/2011,26,2,2,0
Aston Villa,2010/2011,27,1,1,0
Aston Villa,2010/2011,28,4,1,3
Aston Villa,2010/2011,29,2,3,-1
Aston Villa,2010/2011,30,0,1,-1
Aston Villa,2010/2011,31,2,2,0
Aston Villa,2010/2011,32,1,0,1
Aston Villa,2010/2011,33,2,1,1
Aston Villa,2010/2011,34,1,1,0
Aston Villa,2010/2011,35,1,2,-1
Aston Villa,2010/2011,36,1,1,0
Aston Villa,2010/2011,37,2,1,1
Aston Villa,2010/2011,38,1,0,1
Aston Villa,2011/2012,1,0,0,0
Aston Villa,2011/2012,2,3,1,2
Aston Villa,2011/2012,3,0,0,0
Aston Villa,2011/2012,4,2,2,0
Aston Villa,2011/2012,5,1,1,0
Aston Villa,2011/2012,6,1,1,0
Aston Villa,2011/2012,7,2,0,2
Aston Villa,2011/2012,8,1,4,-3
Aston Villa,2011/2012,9,1,2,-1
Aston Villa,2011/2012,10,2,2,0
Aston Villa,2011/2012,11,3,2,1
Aston Villa,2011/2012,12,0,2,-2
Aston Villa,2011/2012,13,0,0,0
Aston Villa,2011/2012,14,0,1,-1
Aston Villa,2011/2012,15,2,1,1
Aston Villa,2011/2012,16,0,2,-2
Aston Villa,2011/2012,17,1,2,-1
Aston Villa,2011/2012,18,0,0,0
Aston Villa,2011/2012,19,3,1,2
Aston Villa,2011/2012,20,0,2,-2
Aston Villa,2011/2012,21,1,1,0
Aston Villa,2011/2012,22,3,2,1
Aston Villa,2011/2012,23,2,2,0
Aston Villa,2011/2012,24,1,2,-1
Aston Villa,2011/2012,25,0,1,-1
Aston Villa,2011/2012,26,0,0,0
Aston Villa,2011/2012,27,1,1,0
Aston Villa,2011/2012,28,1,0,1
Aston Villa,2011/2012,29,1,2,-1
Aston Villa,2011/2012,30,0,3,-3
Aston Villa,2011/2012,31,2,4,-2
Aston Villa,2011/2012,32,1,1,0
Aston Villa,2011/2012,33,1,1,0
Aston Villa,2011/2012,34,0,4,-4
Aston Villa,2011/2012,35,0,0,0
Aston Villa,2011/2012,36,0,0,0
Aston Villa,2011/2012,37,1,1,0
Aston Villa,2011/2012,38,0,2,-2
Aston Villa,2012/2013,1,0,1,-1
Aston Villa,2012/2013,2,1,3,-2
Aston Villa,2012/2013,3,1,1,0
Aston Villa,2012/2013,4,2,0,2
Aston Villa,2012/2013,5,1,4,-3
Aston Villa,2012/2013,6,1,1,0
Aston Villa,2012/2013,7,0,2,-2
Aston Villa,2012/2013,8,0,1,-1
Aston Villa,2012/2013,9,1,1,0
Aston Villa,2012/2013,10,1,0,1
Aston Villa,2012/2013,11,2,3,-1
Aston Villa,2012/2013,12,0,5,-5
Aston Villa,2012/2013,13,0,0,0
Aston Villa,2012/2013,14,1,0,1
Aston Villa,2012/2013,15,1,1,0
Aston Villa,2012/2013,16,0,0,0
Aston Villa,2012/2013,17,3,1,2
Aston Villa,2012/2013,18,0,8,-8
Aston Villa,2012/2013,19,0,4,-4
Aston Villa,2012/2013,20,0,3,-3
Aston Villa,2012/2013,21,2,2,0
Aston Villa,2012/2013,22,0,1,-1
Aston Villa,2012/2013,23,2,2,0
Aston Villa,2012/2013,24,1,2,-1
Aston Villa,2012/2013,25,3,3,0
Aston Villa,2012/2013,26,2,1,1
Aston Villa,2012/2013,27,1,2,-1
Aston Villa,2012/2013,28,0,1,-1
Aston Villa,2012/2013,29,2,1,1
Aston Villa,2012/2013,30,3,2,1
Aston Villa,2012/2013,31,1,2,-1
Aston Villa,2012/2013,32,3,1,2
Aston Villa,2012/2013,33,1,1,0
Aston Villa,2012/2013,34,0,3,-3
Aston Villa,2012/2013,35,6,1,5
Aston Villa,2012/2013,36,2,1,1
Aston Villa,2012/2013,37,1,2,-1
Aston Villa,2012/2013,38,2,2,0
Aston Villa,2013/2014,1,3,1,2
Aston Villa,2013/2014,2,0,1,-1
Aston Villa,2013/2014,3,1,2,-1
Aston Villa,2013/2014,4,1,2,-1
Aston Villa,2013/2014,5,1,0,1
Aston Villa,2013/2014,6,3,2,1
Aston Villa,2013/2014,7,0,0,0
Aston Villa,2013/2014,8,0,2,-2
Aston Villa,2013/2014,9,0,2,-2
Aston Villa,2013/2014,10,0,0,0
Aston Villa,2013/2014,11,2,0,2
Aston Villa,2013/2014,12,2,2,0
Aston Villa,2013/2014,13,0,0,0
Aston Villa,2013/2014,14,3,2,1
Aston Villa,2013/2014,15,0,2,-2
Aston Villa,2013/2014,16,0,3,-3
Aston Villa,2013/2014,17,1,2,-1
Aston Villa,2013/2014,18,0,1,-1
Aston Villa,2013/2014,19,1,1,0
Aston Villa,2013/2014,20,1,0,1
Aston Villa,2013/2014,21,1,2,-1
Aston Villa,2013/2014,22,2,2,0
Aston Villa,2013/2014,23,4,3,1
Aston Villa,2013/2014,24,1,2,-1
Aston Villa,2013/2014,25,0,2,-2
Aston Villa,2013/2014,26,0,0,0
Aston Villa,2013/2014,27,0,1,-1
Aston Villa,2013/2014,28,4,1,3
Aston Villa,2013/2014,29,0,4,-4
Aston Villa,2013/2014,30,1,0,1
Aston Villa,2013/2014,31,1,4,-3
Aston Villa,2013/2014,32,1,4,-3
Aston Villa,2013/2014,33,1,2,-1
Aston Villa,2013/2014,34,0,1,-1
Aston Villa,2013/2014,35,0,0,0
Aston Villa,2013/2014,36,1,4,-3
Aston Villa,2013/2014,37,3,1,2
Aston Villa,2013/2014,38,0,3,-3
Aston Villa,2014/2015,1,1,0,1
Aston Villa,2014/2015,2,0,0,0
Aston Villa,2014/2015,3,2,1,1
Aston Villa,2014/2015,4,1,0,1
Aston Villa,2014/2015,5,0,3,-3
Aston Villa,2014/2015,6,0,3,-3
Aston Villa,2014/2015,7,0,2,-2
Aston Villa,2014/2015,8,0,3,-3
Aston Villa,2014/2015,9,0,2,-2
Aston Villa,2014/2015,10,1,2,-1
Aston Villa,2014/2015,11,0,0,0
Aston Villa,2014/2015,12,1,1,0
Aston Villa,2014/2015,13,1,1,0
Aston Villa,2014/2015,14,1,0,1
Aston Villa,2014/2015,15,2,1,1
Aston Villa,2014/2015,16,0,1,-1
Aston Villa,2014/2015,17,1,1,0
Aston Villa,2014/2015,18,0,1,-1
Aston Villa,2014/2015,19,0,0,0
Aston Villa,2014/2015,20,0,0,0
Aston Villa,2014/2015,21,0,1,-1
Aston Villa,2014/2015,22,0,2,-2
Aston Villa,2014/2015,23,0,5,-5
Aston Villa,2014/2015,24,1,2,-1
Aston Villa,2014/2015,25,0,2,-2
Aston Villa,2014/2015,26,1,2,-1
Aston Villa,2014/2015,27,0,1,-1
Aston Villa,2014/2015,28,2,1,1
Aston Villa,2014/2015,29,4,0,4
Aston Villa,2014/2015,30,0,1,-1
Aston Villa,2014/2015,31,1,3,-2
Aston Villa,2014/2015,32,1,0,1
Aston Villa,2014/2015,33,3,3,0
Aston Villa,2014/2015,34,2,3,-1
Aston Villa,2014/2015,35,3,2,1
Aston Villa,2014/2015,36,1,0,1
Aston Villa,2014/2015,37,1,6,-5
Aston Villa,2014/2015,38,0,1,-1
Aston Villa,2015/2016,1,1,0,1
Aston Villa,2015/2016,2,0,1,-1
Aston Villa,2015/2016,3,1,2,-1
Aston Villa,2015/2016,4,2,2,0
Aston Villa,2015/2016,5,2,3,-1
Aston Villa,2015/2016,6,0,1,-1
Aston Villa,2015/2016,7,2,3,-1
Aston Villa,2015/2016,8,0,1,-1
Aston Villa,2015/2016,9,0,2,-2
Aston Villa,2015/2016,10,1,2,-1
Aston Villa,2015/2016,11,1,3,-2
Aston Villa,2015/2016,12,0,0,0
Aston Villa,2015/2016,13,0,4,-4
Aston Villa,2015/2016,14,2,3,-1
Aston Villa,2015/2016,15,1,1,0
Aston Villa,2015/2016,16,0,2,-2
Aston Villa,2015/2016,17,1,1,0
Aston Villa,2015/2016,18,1,1,0
Aston Villa,2015/2016,19,0,2,-2
Aston Villa,2015/2016,20,1,3,-2
Aston Villa,2015/2016,21,1,0,1
Aston Villa,2015/2016,22,1,1,0
Aston Villa,2015/2016,23,0,0,0
Aston Villa,2015/2016,24,0,2,-2
Aston Villa,2015/2016,25,2,0,2
Aston Villa,2015/2016,26,0,6,-6
Aston Villa,2015/2016,27,1,2,-1
Aston Villa,2015/2016,28,1,3,-2
Aston Villa,2015/2016,29,0,4,-4
Aston Villa,2015/2016,30,0,2,-2
Aston Villa,2015/2016,31,0,1,-1
Aston Villa,2015/2016,32,0,4,-4
Aston Villa,2015/2016,33,1,2,-1
Aston Villa,2015/2016,34,0,1,-1
Aston Villa,2015/2016,35,2,4,-2
Aston Villa,2015/2016,36,2,3,-1
Aston Villa,2015/2016,37,0,0,0
Aston Villa,2015/2016,38,0,4,-4
Atalanta,2008/2009,1,1,0,1
Atalanta,2008/2009,2,1,0,1
Atalanta,2008/2009,3,0,1,-1
Atalanta,2008/2009,4,1,0,1
Atalanta,2008/2009,5,0,2,-2
Atalanta,2008/2009,6,4,2,2
Atalanta,2008/2009,7,1,1,0
Atalanta,2008/2009,8,0,1,-1
Atalanta,2008/2009,9,1,2,-1
Atalanta,2008/2009,10,0,0,0
Atalanta,2008/2009,11,1,2,-1
Atalanta,2008/2009,12,3,1,2
Atalanta,2008/2009,13,1,3,-2
Atalanta,2008/2009,14,2,0,2
Atalanta,2008/2009,15,3,0,3
Atalanta,2008/2009,16,1,1,0
Atalanta,2008/2009,17,1,3,-2
Atalanta,2008/2009,18,2,3,-1
Atalanta,2008/2009,19,3,1,2
Atalanta,2008/2009,20,0,1,-1
Atalanta,2008/2009,21,0,1,-1
Atalanta,2008/2009,22,1,0,1
Atalanta,2008/2009,23,1,0,1
Atalanta,2008/2009,24,3,0,3
Atalanta,2008/2009,25,0,1,-1
Atalanta,2008/2009,26,0,2,-2
Atalanta,2008/2009,27,0,3,-3
Atalanta,2008/2009,28,2,0,2
Atalanta,2008/2009,29,2,2,0
Atalanta,2008/2009,30,1,2,-1
Atalanta,2008/2009,31,0,0,0
Atalanta,2008/2009,32,0,1,-1
Atalanta,2008/2009,33,1,0,1
Atalanta,2008/2009,34,0,3,-3
Atalanta,2008/2009,35,1,1,0
Atalanta,2008/2009,36,2,2,0
Atalanta,2008/2009,37,2,2,0
Atalanta,2008/2009,38,3,4,-1
Atalanta,2009/2010,1,0,1,-1
Atalanta,2009/2010,2,0,1,-1
Atalanta,2009/2010,3,0,1,-1
Atalanta,2009/2010,4,1,4,-3
Atalanta,2009/2010,5,0,0,0
Atalanta,2009/2010,6,1,1,0
Atalanta,2009/2010,7,1,1,0
Atalanta,2009/2010,8,3,1,2
Atalanta,2009/2010,9,3,1,2
Atalanta,2009/2010,10,0,1,-1
Atalanta,2009/2010,11,0,3,-3
Atalanta,2009/2010,12,2,5,-3
Atalanta,2009/2010,13,2,0,2
Atalanta,2009/2010,14,1,2,-1
Atalanta,2009/2010,15,0,2,-2
Atalanta,2009/2010,16,1,1,0
Atalanta,2009/2010,17,2,2,0
Atalanta,2009/2010,18,0,2,-2
Atalanta,2009/2010,19,0,1,-1
Atalanta,2009/2010,20,3,0,3
Atalanta,2009/2010,21,0,2,-2
Atalanta,2009/2010,22,0,2,-2
Atalanta,2009/2010,23,1,0,1
Atalanta,2009/2010,24,0,0,0
Atalanta,2009/2010,25,0,1,-1
Atalanta,2009/2010,26,1,3,-2
Atalanta,2009/2010,27,0,0,0
Atalanta,2009/2010,28,0,1,-1
Atalanta,2009/2010,29,3,0,3
Atalanta,2009/2010,30,3,1,2
Atalanta,2009/2010,31,1,2,-1
Atalanta,2009/2010,32,2,0,2
Atalanta,2009/2010,33,1,2,-1
Atalanta,2009/2010,34,2,1,1
Atalanta,2009/2010,35,1,3,-2
Atalanta,2009/2010,36,1,1,0
Atalanta,2009/2010,37,0,2,-2
Atalanta,2009/2010,38,1,2,-1
Atalanta,2011/2012,1,4,1,3
Atalanta,2011/2012,2,2,2,0
Atalanta,2011/2012,3,1,0,1
Atalanta,2011/2012,4,2,1,1
Atalanta,2011/2012,5,2,1,1
Atalanta,2011/2012,6,1,3,-2
